fips,state,name,pop2017,age_under_5_2017,age_over_65_2017,median_age_2017,black_2017,native_2017,asian_2017,pac_isl_2017,other_single_race_2017,two_plus_races_2017,hispanic_2017,white_not_hispanic_2017,speak_english_only_2017,women_16_to_50_birth_rate_2017,hs_grad_2017,some_college_2017,bachelors_2017,veterans_2017,mean_work_travel_2017,broadband_2017,computer_2017,households_2017,persons_per_household_2017,per_capita_income_2017,median_household_income_2017,poverty_2017,poverty_age_under_5_2017,poverty_age_under_18_2017,uninsured_2017,uninsured_age_under_6_2017,uninsured_age_under_19_2017,uninsured_age_over_74_2017,civilian_labor_force_2017,employed_2017,unemployed_2017,unemployment_rate_2017
13181,Georgia,Lincoln County,7880,5.5,21.7,47.9,16.11,0.03,0.12,0.01,0.26,0.26,1.53,65.42,97.2,6.2,83,27,12.1,11.1,33.3,53.7,68,3438,2.23,24753.81,37711,23,63.9,38,13.2,7.7,4.4,0,3578,3389,189,5.28
13183,Georgia,Long County,19014,7.9,8.2,31.6,12.06,0.11,0.49,0.08,2.35,2.63,11.38,58.51,88.3,6.3,86.5,40.1,15.6,17.2,30.2,76.7,88.9,5399,3.28,17925.61,53083,20,29.8,27.6,18,4.5,5.1,0,7703,7321,382,4.96
13185,Georgia,Lowndes County,115489,7.1,11.1,30.1,18.17,0.12,0.94,0.02,0.77,1,5.42,54.52,93.7,7.6,84.4,29.8,25.2,10.2,19.2,66.2,84.7,40318,2.73,20632.23,39911,25,35.9,30.5,16.7,7.7,6.5,0.2,51826,49391,2435,4.7
13187,Georgia,Lumpkin County,32873,4.3,16.2,37.3,1.14,0.38,0.19,0,0.59,0.74,4.72,90.77,94.5,3.8,83.3,27.7,26.7,9.4,28.7,75.1,86.2,11412,2.64,23279.55,43039,20.1,20,18.8,13.5,5.5,10,0,16756,16083,673,4.02
13189,Georgia,McDuffie County,21498,7.1,16.3,37.8,20.24,0,0.23,0.42,1.04,0.69,2.87,54.17,96.6,5.4,81.2,26.3,15.3,10,26.5,57.5,71,8156,2.6,20241.15,40469,26,54.1,44.7,15.2,16.6,11.7,0,8964,8405,559,6.24
13191,Georgia,McIntosh County,14106,4.4,23.4,49.2,17.58,0.07,0,0.07,0.45,0.69,1.51,61.72,98.2,2.7,82.8,32.8,14,15.3,29.1,69,80.4,5730,2.44,23863.93,43285,20.3,48.5,29.7,16.3,16.7,17.8,0,6120,5808,312,5.1
13193,Georgia,Macon County,13314,4.4,15.3,40.6,29.67,0.22,0.81,0.01,1.31,0.52,4.25,32.62,91.1,5.7,72.8,30.4,8.6,6.8,27.3,56.7,70.1,4618,2.55,16446.27,30851,28.6,55.4,39.1,20.6,2,8.5,2.7,4763,4430,333,6.99
13195,Georgia,Madison County,29302,5.9,16,41,4.32,0.17,0.72,0,1.56,0.81,4.88,82.91,93.2,5.4,82.3,27.8,16.7,8.1,26,66.9,76.9,10571,2.68,22479.48,47653,17.6,23,23.4,14.6,4.2,6.9,0,13602,13020,582,4.28
13197,Georgia,Marion County,8450,5.3,18,43.3,17.87,0,0.36,0.23,0.88,0.87,1.68,59.18,95.5,7.2,77.1,27.6,12.5,12.5,32.3,52.4,70.6,3263,2.6,19586.15,39015,23.1,43.5,36,13,7.8,4.5,0,3421,3213,208,6.08
13199,Georgia,Meriwether County,21049,5.7,19,42,19.21,0.09,0.31,0,0.49,1.03,2.09,56.32,97.5,6.5,77.2,27.3,10.7,7.2,33,54.4,68.8,8108,2.57,19247.08,36368,22.7,28.1,30.7,14.5,2,5.4,0,9012,8482,530,5.88
13201,Georgia,Miller County,5838,5.9,20.8,43.1,15.19,0.42,0,0,0.05,0.06,0.41,68.37,99.6,1.9,82.1,31.7,11.4,7.4,24.3,44.7,59,2326,2.45,20617.14,37255,23.3,32.1,36.7,13.6,1.3,5.6,0,2840,2711,129,4.54
13205,Georgia,Mitchell County,22292,6.1,15.2,38.8,23.82,0.07,0.16,0.03,0.57,0.71,4.43,46.26,96.4,4.8,76.6,25.8,12.3,8.7,23.5,58.4,72.7,7991,2.55,17435.29,34122,27.1,44.4,39.5,19.6,7.3,11.1,1,8538,7995,543,6.36
13207,Georgia,Monroe County,27113,5.2,17.1,43.3,11.78,0.06,0.39,0,0.48,0.48,2.35,72.09,95.6,5.3,84.2,25.6,22.7,9.2,26.3,70.1,84,9590,2.67,29737.83,50666,13.3,12.8,10.8,12.3,4.2,6.5,0,13235,12637,598,4.52
13209,Georgia,Montgomery County,9031,5.3,15.6,39.4,13.08,0.22,0.15,0,2.03,0.68,6.55,64.48,90.6,7.6,81.3,27.5,15.5,6.3,21.3,68.8,77.5,3077,2.66,20555.26,40308,19.5,33,26.9,14.4,2.3,8.7,6.8,3811,3558,253,6.64
13211,Georgia,Morgan County,18412,5.4,18.4,44.2,11.78,0.07,0.03,0,0.35,0.71,3.14,71.63,97.9,1.9,86.6,29.8,22.1,9,25.9,71.5,86.4,6698,2.66,28585.71,59572,13.4,29.5,19.1,12.8,8,7.5,0,9015,8606,409,4.54
13213,Georgia,Murray County,39782,6.2,13.4,37.6,0.48,0.04,0.18,0,0.48,0.5,14.34,83.32,87.2,5.7,67.6,20.9,9.6,6.3,27.3,73.6,83,14176,2.77,18784.48,41617,18,28.6,25.6,18,13.2,11.7,2.4,15815,14833,982,6.21
13215,Georgia,Muscogee County,194058,7.4,12.2,33.7,22.8,0.19,1.19,0.08,1.53,1.94,7.49,41.07,90.7,6,87.4,33.7,26,14.7,20,72.4,84.1,73179,2.6,24023.08,43239,21.7,32.8,30.9,13.7,3.6,5.1,0.8,79554,74739,4815,6.05
13217,Georgia,Newton County,108078,6.5,12,36.2,21.63,0.15,0.51,0.06,0.38,1.29,5.13,48.71,93.6,6.9,85.2,32.7,19.9,9.5,31.5,80.2,89.3,35823,2.89,23194.81,52784,16.7,27.5,23.9,12.9,2.8,5.9,0.8,51535,48794,2741,5.32
13219,Georgia,Oconee County,38028,5.2,14.2,40.1,2.71,0.03,2.05,0,0.12,0.73,4.76,84.85,91.4,5.9,94.3,25.2,48.2,8.2,23.5,83.4,92.8,12693,2.82,37854.61,77388,6.9,12.9,10.1,7.6,3.4,4.1,0,19231,18550,681,3.54
13221,Georgia,Oglethorpe County,14877,5.5,17.7,42.5,8.98,0.06,0.15,0,0.69,0.78,4.14,75.92,95.6,3.8,77.9,26.3,15.5,9.7,28.5,61.6,72.4,5642,2.57,21184.82,43938,17.6,25.8,30,13.2,5.1,4,0,7212,6902,310,4.3
13223,Georgia,Paulding County,159445,6.5,9.7,35.6,9.28,0.09,0.52,0.02,0.77,1.19,5.82,73.03,93.5,5.3,90.1,32.7,24.4,8.8,37.7,82.9,92,51397,2.95,25993.22,63669,9.7,11.3,12.8,11.6,8.1,7.7,0.3,82244,78836,3408,4.14
13225,Georgia,Peach County,27099,5.5,14.4,35.8,22.24,0.03,0.56,0.04,2.4,0.45,7.51,45.97,90.3,2.7,85.8,34.7,20.3,10.4,22.7,72.2,81.4,10113,2.46,23483.74,43645,18.7,32.5,26.1,14.4,4.1,4.8,0,11669,10986,683,5.85
13227,Georgia,Pickens County,31588,4.7,20.6,44.9,0.24,0.04,0.27,0.02,0.44,1.17,3.04,93.65,96.6,6.1,83.7,30,24.9,11.2,31.7,80.8,85.5,11379,2.64,28967.05,61542,9.8,10.2,10.3,12.3,9,5.1,0.7,14857,14220,637,4.29
13229,Georgia,Pierce County,19307,6.1,16.3,39.4,4.47,0.2,0.07,0,1.08,0.75,5.11,84.08,95.3,6.3,81.9,29,12.7,9,27.1,61,79.8,6975,2.72,22632.35,39863,21,30.7,28.3,17.1,7.3,8.9,0,8840,8439,401,4.54
13231,Georgia,Pike County,18217,4.8,15,40.5,5.15,0,0.09,0,0.08,0.66,1.52,86.7,97.6,2.8,89,31.4,16.5,8.3,33.7,74.8,85.9,5963,2.96,24416.22,52377,12.3,25,14.8,14.6,3.4,8,0,8667,8280,387,4.47
13233,Georgia,Polk County,42085,6.7,15.2,37.1,6.34,0.2,0.33,0.03,4.64,0.77,13.04,71.97,88.2,7,76.7,25.9,12.7,9,26.2,69.2,83.4,14949,2.75,21521.82,40652,19,32.8,30.4,16,9.1,9.2,0,18470,17494,976,5.28
13235,Georgia,Pulaski County,11201,3,18.6,43.1,17.37,0.09,0,0,0.1,0.73,3.56,60.05,97.7,0.7,80.1,27.4,12.6,7.5,19.3,58.8,73.2,3893,2.53,20497.63,38750,21.8,42.5,36.6,17.3,3.9,6.1,0,4149,3930,219,5.28
13237,Georgia,Putnam County,21730,5,22.1,45.6,13.04,0.02,0.27,0,1.58,0.75,6.56,65.38,91.9,6.5,85.9,27.6,21.4,10.1,25,75.9,89,8662,2.45,27316.33,48340,16.2,38.1,22.6,16,12.2,6.9,0,8145,7670,475,5.83
13239,Georgia,Quitman County,2358,4.1,32.1,52.6,25.37,0,2.48,0.09,0,0.82,0.56,41.92,96.4,10.9,70.3,23.3,8.3,10.4,21.8,45.5,62.4,978,2.19,17456.16,26750,22.8,29.5,46.1,18.5,36.4,19.1,0,827,778,49,5.93
13241,Georgia,Rabun County,16602,4.4,26.1,48.8,0.99,0.24,0.41,0,1.69,0.56,8.07,87.06,90.7,3.6,83.8,25.1,25.3,10,21.6,69,76,6506,2.45,25564.9,39297,20.3,21.7,29.3,21.8,10.3,14.4,0.7,6915,6570,345,4.99
13243,Georgia,Randolph County,7075,7.1,23.1,44.3,29.87,0,0.72,0,0.56,0.49,1.67,36.23,96.3,6.2,73.7,26.5,12.1,5.3,21.4,60.7,70.3,2864,2.45,18729.8,30640,35.1,78,63,17.7,0.3,5.1,0,2510,2343,167,6.65
13245,Georgia,Richmond County,201800,6.9,12.8,33.7,28,0.11,0.89,0.11,0.53,1.23,4.78,35.54,93.9,7.3,83,31.2,21,13.1,20.5,69.2,81.9,72361,2.66,20498.5,39430,24.2,36,37.4,14.4,3.9,5.2,0,86601,81450,5151,5.95
13247,Georgia,Rockdale County,90312,6,13,37.3,25.92,0.06,0.99,0.12,0.77,1.11,10.21,34.58,88.7,5.7,86.9,28.9,25.8,9.3,29.5,76.5,90.8,29937,2.93,23190.78,54175,16.3,36.6,24.2,15.5,7.3,9.2,0,44641,42284,2357,5.28
13249,Georgia,Schley County,5213,5.4,16.4,36.9,14.01,0,0,0,0.9,0.49,4.99,67.22,96.9,6.5,81.3,33.1,13.7,8.9,24.1,69.7,81,1925,2.68,19033.58,41267,22.2,37.3,31.7,16.5,9.5,10.6,0,2130,2011,119,5.59
13251,Georgia,Screven County,13953,6.2,17,41.2,20.86,0.14,0.27,0,0.14,0.71,1.82,54.51,98,8.3,82,26.4,14.7,8.6,31.1,65.3,75.7,5268,2.59,19615.83,36556,22.6,35.7,36.3,15.8,5.2,9,0,5275,4939,336,6.37
13253,Georgia,Seminole County,8292,5.6,21.8,44,16.83,0,0.48,0,1.12,0.68,2.96,61.61,97.9,3.1,84,28,15.1,8.7,22.4,55.9,68.1,3353,2.52,20451.19,33999,25.5,39.9,41.3,18,0,3.3,1.5,3124,2919,205,6.56
13255,Georgia,Spalding County,65380,6.5,16.8,38.9,16.67,0.2,0.47,0.01,0.39,0.81,4.35,59.37,96,5,80.6,26.2,16.2,9.1,29,65.6,78.1,23475,2.68,21264.18,42398,21.6,36.2,33.5,15.6,7,7.3,0.8,28529,26870,1659,5.82
13257,Georgia,Stephens County,25890,5.6,18.7,42.3,5.87,0.13,0.21,0,0.97,0.81,3.16,82.83,96.3,8.8,81.6,25.9,19.6,8.4,20.9,66.6,80.6,9427,2.64,21390.53,39756,18.1,14.7,24.6,15.2,8.5,14.5,0,11020,10438,582,5.28
13259,Georgia,Stewart County,5985,3.4,15.2,37,25.14,0.13,1.11,0,8.48,1.28,20.27,25.82,77.4,0.5,65.7,15,12.4,6.3,26.8,51.7,64.5,1780,2.23,17297.76,22413,41.5,78.8,62.4,15.1,0,5.6,0,2266,2133,133,5.87
13261,Georgia,Sumter County,29847,6.3,15.5,35.2,26.21,0.04,0.56,0,1.11,0.97,5.3,39.79,93.8,5.5,78.7,28.2,16.8,6.6,20.3,66.7,80.9,11871,2.41,19952.28,34219,33.4,49.8,52.8,14.1,2.3,2.5,1.4,12941,12043,898,6.94
13263,Georgia,Talbot County,6249,3.9,22.5,49.9,28.3,0.04,0.26,0,0.13,0.23,2.34,40.2,96.9,4.9,79.2,23.7,12.5,10.2,34.5,50.5,67.9,2801,2.29,21431,37226,16.9,28.2,18.1,13.6,15.4,21.2,0,2797,2625,172,6.15
13265,Georgia,Taliaferro County,1628,4,21.3,43.3,30.91,0,0.16,0,0.33,0.08,4.23,33.73,97.7,5.6,69.1,14.8,6.8,7,32.9,35.4,57.5,710,2.59,16563.71,30500,31,54.4,49.1,17.8,4.3,8.8,0,572,533,39,6.82
13267,Georgia,Tattnall County,25334,5.6,13.2,36.9,14.62,0.17,0.1,0.01,4.06,1.06,10.76,58.4,88.4,8.5,74.4,23.2,12.3,9.4,24.9,65.2,81.4,8044,2.38,21894.12,36355,23.7,39.9,38.2,15.4,9.2,9,0,9626,9147,479,4.98
13269,Georgia,Taylor County,8142,5.1,18.3,43.8,20.2,0,0.45,0,0.46,0.14,0.96,57.49,97.6,5.2,76.8,29.4,11.4,6.7,28.9,54.9,69.5,3554,2.27,18992.07,29875,28.2,44.2,34.9,19,2.5,8,0,2844,2595,249,8.76
13271,Georgia,Telfair County,15989,4,16.1,41,21.47,0.01,0,0,0.99,0.25,11.63,49.07,87,6.8,70.4,14.9,8.1,6.7,22.5,24.9,40.7,5167,2.52,15579.76,28044,27.7,55.7,40.6,15.2,1.9,4,0,4800,4424,376,7.83
13273,Georgia,Terrell County,8729,6.6,17.7,40.7,30.99,0.06,0.1,0,0.17,0.48,2.71,35.51,98.8,4.7,75.8,33.6,10.8,6.7,24.9,65.5,73.7,3290,2.63,17130.04,32219,35.3,67.7,57.1,20.7,3.6,3.9,0,3759,3534,225,5.99
13275,Georgia,Thomas County,44779,6.4,16.7,39.6,17.92,0.06,0.42,0.02,0.43,1.14,3.5,57.67,95.7,5.8,82.5,29,22.2,9.1,20.5,74.3,81.8,17254,2.55,23646.27,41336,19.5,26.8,24.8,15.9,4.1,11,0,17273,16255,1018,5.89
13277,Georgia,Tift County,40598,7,14,35.5,14.72,0.05,0.6,0.02,2.09,0.72,11.39,56.34,89.2,5.9,82.2,30.6,16.8,6.3,19.9,62.8,72.6,14999,2.57,20915.56,38728,27.8,54.7,41.9,19.7,9.5,12,0,19253,18339,914,4.75
13279,Georgia,Toombs County,26999,7.3,15.3,36.1,12.76,0,0.46,0,4.43,0.98,11.56,60.51,88.5,6,80.6,25.9,15.9,8.2,19.4,63.2,72.3,10521,2.54,21403.94,35750,24.4,38.7,29.7,20.9,5.2,8.4,0,12005,11223,782,6.51
13281,Georgia,Towns County,11506,3.7,33.6,53.3,0.6,0.3,0.11,0,0.13,1.01,1.46,94.99,96.9,9.7,89.1,33.1,25.6,12,19,70,77.8,4588,2.25,23753.78,41182,14.7,16.9,22.6,12.9,3.9,5.3,0,3839,3588,251,6.54
13283,Georgia,Treutlen County,6740,6.9,19.1,40.8,14.86,0,0,0,0.14,0.14,2.12,67.98,95.8,4.6,76.3,25,15.5,9.7,26.1,58.6,68.5,2633,2.39,21203.35,39375,21,35.9,34.1,18.6,12.5,12.7,0,2752,2569,183,6.65
13285,Georgia,Troup County,69786,6.6,13.9,36.2,17.62,0.06,1,0.01,0.67,1.15,3.69,57.25,95.1,6.5,83.6,29.6,18.5,8.3,23.2,69.4,81.4,24679,2.75,21301.45,43597,21.3,35.8,29,13.3,3.9,6.5,0,37665,35996,1669,4.43
13287,Georgia,Turner County,7961,6.3,18.9,40.2,21.46,0.12,0.2,0,0.22,0.32,4.58,54.67,93.8,2.1,76.5,25.3,13.5,10.7,21.6,67.5,74.6,3103,2.47,21130.77,42622,27.9,48.6,46,16.6,3.6,12.9,0,3305,3116,189,5.72
13289,Georgia,Twiggs County,8174,5.3,20.5,46.3,21.31,0.02,0.05,0,0,0.97,0.36,54.93,98.4,3.7,68.6,21.2,9.2,7.7,32.3,48.5,61.3,2943,2.8,15825.36,30629,27.3,34.4,28.3,16.5,5.8,5.3,0.8,2973,2747,226,7.6
13291,Georgia,Union County,23459,3.4,31.6,53.8,0.42,0.21,0.35,0,0.03,0.45,3.05,94.17,96.3,1.9,88.7,32.1,22,10.7,22.4,70.7,83.9,8788,2.47,24883,42767,12.8,48.7,25.2,12.1,7.9,9.6,0,10188,9732,456,4.48
13293,Georgia,Upson County,26135,6.2,17.7,41.5,14.23,0.15,0.25,0.07,0,0.42,2.3,67.58,96.3,5.8,79.2,29.3,12.9,8.8,23.3,62.7,75.9,10263,2.5,18935.6,35375,22.7,47.8,33.2,14.9,3,6.9,1,11295,10669,626,5.54
13295,Georgia,Walker County,68939,5.6,17.6,41.4,2.15,0.07,0.33,0,0.35,0.98,1.99,91.39,97.9,7,81.3,28.8,15.5,7.8,28.4,70.6,80.7,25564,2.63,21991.63,43581,17.2,21.7,23.8,14.3,10.9,9,0.6,30728,29326,1402,4.56
13297,Georgia,Walton County,91600,6.2,14.7,38.9,8.28,0.11,0.61,0.04,0.69,0.77,4.01,75.95,95.1,5.8,86.8,29.6,19,7.7,32.3,77.3,89.4,30488,2.88,24703.13,55876,12.8,21.2,18.2,12.1,2,4.6,2.4,44747,42813,1934,4.32
13299,Georgia,Ware County,35871,6.7,16.5,38.9,14.85,0.2,0.57,0.02,1.07,0.63,3.99,63.81,95.4,6.7,82.4,27.6,13.5,8.5,19.2,64.8,80.9,13903,2.39,20825.94,36962,24.8,43.1,38.8,16.4,12.1,8.4,0,15972,15243,729,4.56
13301,Georgia,Warren County,5303,5.1,20.5,44.2,30.3,0,0.5,0.14,0.1,0.37,0.57,37.19,97.6,8.2,75.1,17.5,13.7,6.1,25.4,40.7,62.8,2274,2.34,19908.55,32860,26.8,35.3,37.2,16.4,4.3,6.5,0,2725,2563,162,5.94
13303,Georgia,Washington County,20313,5.8,16.2,40.3,26.53,0,0.31,0,0.22,0.47,2.31,43.23,96.8,8,78.7,23.9,13.1,7.1,21.5,61.6,73.5,7384,2.54,20184.65,38097,27.1,41.6,37.9,14.4,0.5,4,0.6,7373,6930,443,6.01
13305,Georgia,Wayne County,29817,7,14.7,38.2,10,0.05,0.23,0,0.94,1.41,6.22,71.21,93.7,4.4,81.3,28.8,12.7,10.9,23.4,63.4,79.4,10362,2.67,19825.47,41534,21.3,29.5,25.9,18.8,8,10.2,0,11371,10714,657,5.78
13307,Georgia,Webster County,2605,3.5,19.1,43.5,24.42,0.04,0,0,0.49,0.32,2.06,48.38,97.2,4.1,80.9,20.7,11.3,5.6,25.8,48.4,67.5,1091,2.4,21860.83,36658,19.5,25,25.3,9.7,10.1,5.2,0,988,913,75,7.59
13309,Georgia,Wheeler County,7952,4.3,13.5,38.2,21.11,0.17,0,0,0,0.07,1.65,56.15,97.7,1.3,76.9,19.1,8.1,6.7,24,24.5,33.1,1972,3.1,12177.42,28490,29.3,58.6,43.3,21.9,9.4,11.6,0,1758,1601,157,8.93
13311,Georgia,White County,29453,4.4,20.7,45.1,1.03,0.12,0.26,0,0.61,0.74,3.07,92.51,94.9,6.3,85.2,33.2,20.2,10.5,27,67.2,76.7,11250,2.5,23452,43944,17.7,35.2,29.1,13.9,4.1,9.5,0,15745,15133,612,3.89
13313,Georgia,Whitfield County,104658,6.9,13.1,35.4,1.97,0.3,0.69,0,2.11,0.71,34.16,59.5,68.9,5.9,68.9,25.4,14.6,5.5,20.5,73.7,81.4,35384,2.9,21641.38,43871,19.2,33.3,28.3,19.7,9.9,11.9,1.6,45297,42821,2476,5.47
13315,Georgia,Wilcox County,8800,5.2,16.3,39.4,17.74,0.14,0,0,0.42,0.44,4.34,58.49,95.7,2.3,80.7,20.4,10.5,8.3,27.2,49.9,61,2676,2.55,18938.82,35457,21.8,40.4,30.6,16.4,10,11,0,2742,2579,163,5.94
13317,Georgia,Wilkes County,9892,5.3,22.1,45.5,21.23,0,0.4,0,1.52,0.44,4.57,51.13,94.3,7,78.6,22.8,14.3,6.8,25.2,41.8,55.6,3971,2.47,21021.05,34234,26.5,51.4,46.5,16.1,3.4,11.2,0,3836,3618,218,5.68
13319,Georgia,Wilkinson County,8959,5.6,17.8,42.5,19.08,0.04,0,0.04,0.36,1.06,2.71,56.83,97.9,1.7,82.6,21.5,9,6.3,26.3,55.3,68,3288,2.75,18299.64,38711,23.3,15.3,31.4,10.1,1.6,2.1,0.3,3845,3625,220,5.72
13321,Georgia,Worth County,20533,6.1,17.7,42.1,14.1,0.46,0.15,0,0.25,0.6,2.01,67.37,98.4,2.3,78.1,27.9,11,8.2,26.3,66.9,76,7899,2.61,20184.67,40369,21.5,27.7,32,17.4,0.5,6.8,0.2,9353,8893,460,4.92
15001,Hawaii,Hawaii County,200381,6.2,18.5,42.1,0.31,0.18,11.11,6.54,0.6,14.32,12.49,30.33,80.5,6.1,92.3,32.6,28.6,9.9,25.3,74.5,85.1,67054,2.88,25482.99,56395,17.4,28,23.4,6,3.3,2.7,0.2,91412,88847,2565,2.81
15003,Hawaii,Honolulu County,988650,6.5,16.4,37.6,1.17,0.07,21.44,4.68,0.48,11.58,9.6,18.72,72,6.6,91.4,31.3,34,10.6,29.1,83.8,90,311451,3.06,33069.93,80078,9.1,11.3,10.7,4,1.9,2.4,0.4,471330,460776,10554,2.24
15005,Hawaii,Kalawao County,88,2.3,14,57.6,0,0,15.7,16.86,0.58,6.4,4.65,20.93,71.4,0,87.3,39.3,22.8,6.3,6.6,60.4,73.6,53,1.4,50133.57,61750,12.7,NA,NA,7.8,0,0,33.3,NA,NA,NA,NA
15007,Hawaii,Kauai County,72159,6.3,18,42.1,0.35,0.26,17.4,4.7,0.26,10.65,10.77,29.62,78.9,5.1,91.8,32.3,28.2,7.4,22.4,78,87.3,22563,3.12,28130.13,72330,9.1,9.6,8,5.7,1.9,2.6,0.6,36132,35273,859,2.38
15009,Hawaii,Maui County,166260,6.2,16.1,40.9,0.28,0.09,14.5,5.33,0.55,11.5,11.05,30.51,77.6,5.3,92.1,34.4,26.3,7.1,21.2,81.5,88.6,54381,2.97,31637.71,72762,10,14,11,6,1.7,3.2,1.1,86545,84346,2199,2.54
16001,Idaho,Ada County,456849,6.1,13,36.4,0.65,0.27,1.3,0.08,0.72,1.51,7.87,85.22,91.6,4.3,94.7,34.7,37.6,8.9,20.4,79,91.2,164389,2.6,31150,60151,11.8,12.9,12.8,9.1,3.8,4.7,0.2,232954,226485,6469,2.78
16003,Idaho,Adams County,4147,4,27.1,52.8,0.16,0.62,0,0.1,0.27,0.96,3.32,92.65,95.8,13.3,89.1,31.7,20.3,15,24.1,66.1,79,1736,2.23,24528.25,42727,13.8,16.7,20.9,15.8,9.2,19.9,0,1748,1649,99,5.66
16005,Idaho,Bannock County,85269,7.5,13,33.2,0.32,1.56,0.68,0.11,0.83,1.56,8.27,84.53,91.9,6.7,92,37.9,28.1,8.1,17.6,80.5,90.9,30790,2.66,24042.86,47390,17.6,22.4,19.9,9.5,2.7,4.3,0,41733,40475,1258,3.01
16007,Idaho,Bear Lake County,6028,7.4,20,39.3,0.4,0.11,0.34,0,1.03,0.54,4.12,93.66,97.2,10,93.8,35,20.3,8.1,23,76.6,84.2,2313,2.55,24463.92,50603,14.5,30,21.3,10.1,4,6.6,0,2803,2712,91,3.25
16009,Idaho,Benewah County,9184,5.8,21.8,46.5,0.12,4.43,0.5,0.11,0.06,1.19,3.44,84.72,97.2,4.8,86.3,33.1,14.1,14.9,20.8,62.6,78.8,3508,2.56,21863.28,43472,15.8,25,21.4,15.2,7.5,16,0.6,3993,3772,221,5.53
16011,Idaho,Bingham County,45927,8.1,13.2,33.3,0.16,3.07,0.47,0,3.16,1.55,17.9,74.01,83.8,7.6,86.8,36.7,19.3,7,21.9,78.3,87.1,14903,3.03,20204.95,51307,13.1,21,17.6,12.8,5.1,7.8,1.1,22946,22268,678,2.95
16013,Idaho,Blaine County,22024,5.5,16.5,42.8,0.15,0.02,0.56,0.22,1.57,0.68,21.01,76.5,81.5,6.7,88.7,26.8,40.4,8.1,19.2,85.7,91.7,8273,2.56,30530.47,58835,14.8,33.9,28.4,16.2,1,9.2,0.9,12277,11966,311,2.53
16015,Idaho,Boise County,7290,3,23.3,53.2,0.1,0.69,0.55,0.04,0.17,1.18,4.1,91.76,96.7,9.4,93.5,36.1,29.2,14.8,38.1,72.5,88.1,3004,2.3,29354.35,49964,11.3,15.8,19.3,10.5,8.7,6.1,1.5,3200,3047,153,4.78
16017,Idaho,Bonner County,43560,4.7,22,47.7,0.1,0.35,0.36,0.03,0.3,1.22,2.89,93.55,97.5,6.7,91.1,38.4,22.4,13.4,25.6,72.5,85.1,17563,2.36,25656.36,45607,14,22.6,18.2,13.6,4.1,9,0.6,19131,18272,859,4.49
16019,Idaho,Bonneville County,114595,8.7,12.4,32.6,0.25,0.18,0.44,0.08,3.11,1.29,12.67,83.61,88.8,8.7,91.5,35.9,29.3,8.4,19.2,82.6,91,38400,2.83,25749.12,54150,11.9,17,14.9,9.9,3.7,4.3,0.3,53517,52087,1430,2.67
16021,Idaho,Boundary County,11922,6,20.6,43.7,0.11,0.69,0.25,0.22,0.42,1.34,4.65,90.91,97.1,6.8,89.7,34.3,18.2,13.9,23.7,66.7,84.6,4490,2.5,23973.6,39512,18.3,36.6,26.4,22.1,17.6,26.8,0,5135,4891,244,4.75
16023,Idaho,Butte County,2602,4,20,46.4,1.24,0.02,0,0,0.34,0.17,2.53,94.6,99.5,3.7,92.1,40.2,15.5,12,22.6,72.8,84.9,1049,2.45,25502.45,43207,16.2,27.6,18.6,13.2,0,2.5,0,1314,1274,40,3.04
16025,Idaho,Camas County,1102,7.4,20.8,47,0,0,0,0,1.86,0.17,9.26,90.41,91.1,7,90.5,37.3,20.6,13.3,29.2,66.8,79.5,370,2.39,27328.03,36667,22.3,33.3,36.5,20.3,5.5,3.8,0,676,658,18,2.66
16027,Idaho,Canyon County,216699,7.9,12.8,33.2,0.23,0.51,0.42,0.1,3.54,1.57,24.87,70.93,82,5.8,84.6,34.4,18.1,9.1,24.6,73.9,88.2,69303,2.94,19439.12,46426,17.1,24.1,20.7,15.3,5.8,6,0.1,96377,92955,3422,3.55
16029,Idaho,Caribou County,7034,7.3,17.1,36.9,0,0.07,0.04,0,0.99,0.45,5.41,93.52,96.7,7.4,92,36.8,20.1,8.5,15.6,82.9,90.3,2533,2.67,25934.46,58750,9.4,8,9.7,7.6,0,0.8,0,3814,3693,121,3.17
16031,Idaho,Cassia County,23664,8.6,13.2,31.8,0.05,0.5,0.28,0.03,1.44,0.6,27,70.39,78,7.5,81,33.6,18.1,6.5,14.8,79.6,88.4,7827,2.95,19861.69,48162,14.7,22,18,17.1,9.9,9.5,0,11718,11429,289,2.47
16033,Idaho,Clark County,873,10.8,10.7,29.7,0.09,2.84,0,0,2.75,1.04,41.99,51.37,60.5,16.3,70.7,25.3,17,3.4,18.3,51.8,72.8,313,3.31,13548.64,31927,24.2,46.5,32.2,28.8,0,10.7,0,403,392,11,2.73
16035,Idaho,Clearwater County,8546,3.6,25.7,50.3,0.11,1.1,0.27,0.18,0.61,0.98,3.89,90.98,95.2,8.2,89.4,36.9,17.4,16.4,29,68.3,79.8,3706,2.02,26579.7,41122,13.9,17.4,14.8,11.1,6.4,8.3,0.4,3039,2830,209,6.88
16037,Idaho,Custer County,4172,3.3,29.4,53.4,0.01,0.6,0,0,0.46,1.36,3.96,92.2,96.6,7.2,89.7,35.6,22.6,11.2,19.2,74.8,86.6,1850,2.18,22971.56,37976,18.9,23.4,18.4,13.5,2.7,8.4,0,2151,2060,91,4.23
